Time	Iteration	AverageReturn1	StdReturn1	MaxReturn1	MinReturn1	AverageReturn2	StdReturn2	MaxReturn2	MinReturn2	AverageTotalReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
3.9751358032226562	0	-507.590648458	96.7546189724	-289.359107933	-694.30193971	-543.849789994	79.853343391	-318.242838209	-693.952465325	-1051.44043845	124.468372324	-799.802111379	-1348.03771207	20.0	0.0	65	65	1300	1300
5.2730553150177	1	-453.353377395	67.0871765931	-305.911367635	-576.982784096	-401.946790101	117.021701667	-201.137920992	-594.122244735	-855.300167496	109.751157965	-627.523854598	-1082.39810927	20.0	0.0	65	130	1300	2600
6.470891237258911	2	-452.267432994	68.3893718579	-304.932168211	-617.126136315	-322.965176657	69.0398511124	-171.179001639	-527.993927143	-775.232609651	83.6781204587	-597.899763254	-956.494858898	20.0	0.0	65	195	1300	3900
7.5666680335998535	3	-446.568776497	68.6809781397	-311.267614892	-664.626546035	-309.510567874	59.0569224556	-191.550550527	-429.861210321	-756.079344371	86.0332164431	-572.139753558	-989.659618706	20.0	0.0	65	260	1300	5200
8.680457592010498	4	-437.756976587	68.9833605603	-309.265223521	-617.751249744	-287.13700848	56.1576221441	-183.291301603	-417.549644604	-724.893985066	70.5655751888	-552.458245467	-908.062976057	20.0	0.0	65	325	1300	6500
9.795248031616211	5	-430.619610679	46.5419121227	-350.696794267	-573.970871182	-265.814705998	56.4426384119	-163.351145829	-448.535970761	-696.434316677	80.1380815234	-548.531579187	-887.776691097	20.0	0.0	65	390	1300	7800
10.888035535812378	6	-409.639911219	71.8232043515	-260.141479341	-625.717280295	-260.087906165	47.1017727903	-140.885981071	-383.53391347	-669.727817384	88.1482359476	-416.157773948	-905.819463073	20.0	0.0	65	455	1300	9100
12.022828102111816	7	-390.523261904	57.0840080746	-268.273209569	-548.413931534	-275.4557845	50.7116036427	-161.27848526	-404.077065819	-665.979046404	77.0829420909	-470.954064328	-855.532847543	20.0	0.0	65	520	1300	10400
13.13061261177063	8	-345.459404908	61.9635388308	-242.731685672	-485.86587658	-304.503120933	40.281668938	-215.39658132	-396.662254265	-649.962525841	76.9840322667	-510.913054223	-797.988625124	20.0	0.0	65	585	1300	11700
14.249419212341309	9	-321.203731392	61.9964745868	-175.886661585	-495.949240399	-299.882147989	48.1502240597	-208.724246057	-422.565578371	-621.085879381	71.7078132239	-467.681233381	-784.615919311	20.0	0.0	65	650	1300	13000
15.348185062408447	10	-283.569358922	57.1168001012	-174.987335557	-460.995011647	-315.502165875	46.5119034041	-226.838972605	-461.873748073	-599.071524798	68.1020548638	-424.649991828	-776.925820089	20.0	0.0	65	715	1300	14300
16.449966192245483	11	-250.265635231	51.9703694338	-118.199102334	-376.559385961	-303.820489125	44.6929229412	-210.221543976	-414.191805217	-554.086124357	69.1737848771	-395.835729983	-765.90324054	20.0	0.0	65	780	1300	15600
17.602783918380737	12	-205.436736013	47.8046857413	-107.138554394	-315.416782883	-312.25749657	54.0525442549	-196.511142493	-418.971751668	-517.694232583	67.9137636772	-359.078784184	-630.262690988	20.0	0.0	65	845	1300	16900
18.731598138809204	13	-173.643592395	51.726772385	-61.1921027976	-279.543158211	-300.29374491	54.8934870334	-170.338240309	-483.159134864	-473.937337305	73.2409161374	-333.919856968	-663.113156703	20.0	0.0	65	910	1300	18200
19.92042899131775	14	-146.178290951	46.1027461867	-46.0560418083	-258.418024043	-317.889920936	75.2486928557	-143.375740356	-478.784025097	-464.068211887	84.6385312728	-284.460483897	-650.080310894	20.0	0.0	65	975	1300	19500
21.03821897506714	15	-120.83060391	49.6157374731	-39.4593474377	-279.399748579	-305.272513452	65.2892704007	-124.833188709	-427.896875742	-426.103117363	86.2276260811	-254.425240855	-639.309423686	20.0	0.0	65	1040	1300	20800
22.13399600982666	16	-105.096224409	50.8654412121	-14.3674496399	-216.866178005	-278.542452849	62.9038158309	-163.920733939	-418.633660666	-383.638677258	91.2752582523	-193.786073233	-599.183748146	20.0	0.0	65	1105	1300	22100
23.237778425216675	17	-100.05625167	47.6539704889	16.6138008975	-214.722418036	-296.719179527	78.592586136	-69.9069277874	-479.35218815	-396.775431197	101.88541953	-129.615745737	-640.840854745	20.0	0.0	65	1170	1300	23400
24.333556652069092	18	-83.074983764	49.8615749064	27.5440869516	-189.33004664	-267.656892705	70.8184754325	-125.291162753	-457.753789087	-350.731876469	93.6958468241	-189.545501636	-606.21532321	20.0	0.0	65	1235	1300	24700
25.464357137680054	19	-76.9736284683	45.4869713354	25.789195224	-167.400703813	-262.832981741	74.2120955534	-119.928399183	-443.470382162	-339.806610209	103.419220345	-129.902648832	-610.644798692	20.0	0.0	65	1300	1300	26000
26.784306049346924	20	-57.2445376607	51.4194840791	40.8932004495	-208.940623289	-221.768697233	62.1962549215	-90.7686097567	-381.648387054	-279.013234894	98.8410723828	-49.8754093072	-590.589010343	20.0	0.0	65	1365	1300	27300
28.033179998397827	21	-42.4484108637	47.4610407773	99.4621328467	-172.74327058	-193.380925645	71.1345720908	-41.5450400024	-340.419117497	-235.829336509	95.1468914353	4.78951048059	-468.156778352	20.0	0.0	65	1430	1300	28600
29.156975984573364	22	-35.307125028	41.6773046624	57.5579766149	-161.658604423	-183.730763483	64.9116746313	-39.8946863881	-354.432532632	-219.037888511	84.2471703956	-10.2875232581	-440.84158757	20.0	0.0	65	1495	1300	29900
30.269771814346313	23	-47.9557990225	48.0575274175	43.6547377454	-152.983890018	-164.312720065	69.7221176029	-5.14820129036	-344.45978164	-212.268519087	98.3906929271	13.6436525369	-408.784757127	20.0	0.0	65	1560	1300	31200
31.36053729057312	24	-42.2183731959	43.1463025815	72.8494138137	-153.865926176	-149.049997934	63.0748662359	-21.105834506	-308.817841219	-191.268371129	84.8103001009	51.7435793077	-356.824837739	20.0	0.0	65	1625	1300	32500
