Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
2.7504336833953857	0	-744.106996882	87.051847755	-570.841943825	-959.076745692	20.0	0.0	65	65	1300	1300
3.2348077297210693	1	-713.012081964	89.5471214161	-513.352350426	-915.895583844	20.0	0.0	65	130	1300	2600
3.5941731929779053	2	-687.833452121	96.7692374686	-510.845100611	-936.680935857	20.0	0.0	65	195	1300	3900
3.9066848754882812	3	-678.775258321	75.372725898	-468.956129099	-863.368871014	20.0	0.0	65	260	1300	5200
4.187945365905762	4	-645.81375859	82.7616492774	-501.040790914	-899.71205939	20.0	0.0	65	325	1300	6500
4.578571319580078	5	-615.612586627	78.2552320211	-454.046946971	-815.372630085	20.0	0.0	65	390	1300	7800
4.9223103523254395	6	-581.34385238	86.6761729349	-401.517190131	-801.57870233	20.0	0.0	65	455	1300	9100
5.422329664230347	7	-548.625671315	63.7116487554	-405.816211953	-732.568378146	20.0	0.0	65	520	1300	10400
5.89107084274292	8	-534.411605819	77.6485850136	-391.927501942	-757.58352193	20.0	0.0	65	585	1300	11700
6.391076326370239	9	-516.428161119	67.5318548126	-408.003494597	-696.717372467	20.0	0.0	65	650	1300	13000
6.875470399856567	10	-477.661969554	80.8775999892	-317.98858841	-668.49097416	20.0	0.0	65	715	1300	14300
7.344227313995361	11	-467.406897109	81.2537644701	-311.064047232	-692.913168651	20.0	0.0	65	780	1300	15600
7.8442299365997314	12	-444.294192057	82.3475452587	-282.751371412	-727.793648312	20.0	0.0	65	845	1300	16900
8.312985181808472	13	-406.562894621	75.7828429541	-253.983101202	-645.173239613	20.0	0.0	65	910	1300	18200
8.81299090385437	14	-382.7444001	71.6750160288	-231.876630284	-584.318596187	20.0	0.0	65	975	1300	19500
9.297355890274048	15	-331.456498166	77.3659755171	-203.266430567	-533.605236999	20.0	0.0	65	1040	1300	20800
9.776285171508789	16	-329.378730644	85.3190459498	-170.934566501	-533.457522298	20.0	0.0	65	1105	1300	22100
10.260679721832275	17	-306.787596322	90.0741905165	-131.980770757	-539.809757807	20.0	0.0	65	1170	1300	23400
10.745045185089111	18	-300.861376579	96.0504807296	-148.762346947	-577.008353568	20.0	0.0	65	1235	1300	24700
11.229439735412598	19	-276.27348133	94.6733666397	-119.955167647	-521.170154804	20.0	0.0	65	1300	1300	26000
11.713829517364502	20	-244.832261156	94.4934273218	-44.2451830276	-498.888627265	20.0	0.0	65	1365	1300	27300
12.198185205459595	21	-215.185235348	90.1849713546	-60.4790675041	-457.509352332	20.0	0.0	65	1430	1300	28600
12.682579755783081	22	-210.587759322	75.2033582532	-70.2257586959	-507.148128937	20.0	0.0	65	1495	1300	29900
13.166946411132812	23	-222.591508273	109.0912701	-18.9604432714	-507.82666687	20.0	0.0	65	1560	1300	31200
13.635714769363403	24	-199.216238219	105.931408991	-6.22046328488	-485.31700395	20.0	0.0	65	1625	1300	32500
14.13570499420166	25	-138.470719275	89.3232273255	49.7061561408	-419.271257825	20.0	0.0	65	1690	1300	33800
14.604460000991821	26	-152.741546114	97.7371423784	23.0514517108	-581.97993149	20.0	0.0	65	1755	1300	35100
15.010715246200562	27	-114.702974433	93.3261456813	54.370786416	-455.366226674	20.0	0.0	65	1820	1300	36400
15.498215436935425	28	-97.2174198942	99.0097672018	70.8590745377	-353.189634866	20.0	0.0	65	1885	1300	37700
15.920081853866577	29	-70.0666930094	83.9358594844	58.0943020677	-378.035005379	20.0	0.0	65	1950	1300	39000
16.18570828437805	30	-65.6498582661	100.821461584	108.209743648	-369.784138274	20.0	0.0	65	2015	1300	40300
16.451335668563843	31	-51.4828715698	78.7495516726	111.04583596	-325.074227696	20.0	0.0	65	2080	1300	41600
16.810714721679688	32	-48.6107246638	97.1540710721	118.949726205	-289.227815651	20.0	0.0	65	2145	1300	42900
17.295108318328857	33	-44.6838037437	102.560983517	111.141343427	-381.640816495	20.0	0.0	65	2210	1300	44200
17.795113563537598	34	-15.8193015755	101.976742702	140.577104375	-322.785071487	20.0	0.0	65	2275	1300	45500
18.279494047164917	35	-1.67801175537	99.5519618352	150.276609505	-358.598245133	20.0	0.0	65	2340	1300	46800
18.685733556747437	36	34.0972145974	95.209208911	175.749085098	-409.575967631	20.0	0.0	65	2405	1300	48100
19.0933780670166	37	23.0933262745	110.530509718	159.520225955	-350.093026852	20.0	0.0	65	2470	1300	49400
19.593382835388184	38	35.3791327655	105.225943732	166.161916707	-494.83684148	20.0	0.0	65	2535	1300	50700
20.062138557434082	39	61.8475617703	85.67436757	165.389525426	-255.196119344	20.0	0.0	65	2600	1300	52000
20.539462089538574	40	46.5059720415	101.054562677	173.049832555	-264.995833519	20.0	0.0	65	2665	1300	53300
21.02384328842163	41	84.1012181982	95.8155232156	201.644385325	-219.161786021	20.0	0.0	65	2730	1300	54600
21.492611408233643	42	82.9822140362	99.2575363297	196.604449937	-272.764186467	20.0	0.0	65	2795	1300	55900
21.976991415023804	43	66.7603727135	100.005918221	200.659700785	-286.276822325	20.0	0.0	65	2860	1300	57200
22.383245706558228	44	77.9760337044	95.5464806269	201.822679332	-251.311500044	20.0	0.0	65	2925	1300	58500
22.726999521255493	45	100.430736063	93.4129854697	212.712736401	-248.262178723	20.0	0.0	65	2990	1300	59800
23.21136450767517	46	123.920113325	72.3432621661	226.958457259	-111.314629346	20.0	0.0	65	3055	1300	61100
23.6957585811615	47	119.828633857	79.933412129	225.993227568	-124.664835293	20.0	0.0	65	3120	1300	62400
24.18013906478882	48	128.047952196	74.2305789413	222.901760218	-126.574353631	20.0	0.0	65	3185	1300	63700
24.648879766464233	49	133.126369433	78.3818062134	221.932590991	-201.745269843	20.0	0.0	65	3250	1300	65000
24.997981786727905	50	122.994790988	84.8264147308	227.350466814	-126.272957051	20.0	0.0	65	3315	1300	66300
25.26359987258911	51	147.786808048	70.7828890788	220.993227391	-169.621068583	20.0	0.0	65	3380	1300	67600
25.57610297203064	52	153.460072652	73.1859805535	244.694806596	-98.6812961286	20.0	0.0	65	3445	1300	68900
26.060497999191284	53	139.667217641	72.5147399827	230.237903989	-69.2321106856	20.0	0.0	65	3510	1300	70200
26.54487657546997	54	158.371605903	79.1071937635	249.017731707	-162.979972218	20.0	0.0	65	3575	1300	71500
27.029242515563965	55	167.192411764	65.8971260551	236.665517677	-169.482200541	20.0	0.0	65	3640	1300	72800
27.513636589050293	56	162.024841169	65.4372457879	242.833383476	-22.7857237046	20.0	0.0	65	3705	1300	74100
27.990261793136597	57	167.529173397	66.2948622422	247.722312553	-159.960057141	20.0	0.0	65	3770	1300	75400
28.474656105041504	58	164.513659602	70.4193925985	239.531429899	-126.724563945	20.0	0.0	65	3835	1300	76700
28.95902156829834	59	173.51392084	65.0832995128	230.656365856	-158.212820716	20.0	0.0	65	3900	1300	78000
29.443403005599976	60	185.745471688	40.1534118131	240.205019108	29.7185995899	20.0	0.0	65	3965	1300	79300
29.909117221832275	61	175.607747615	72.710103176	246.343808972	-232.972022986	20.0	0.0	65	4030	1300	80600
30.22162938117981	62	190.734537886	53.7306761175	253.657284821	6.64776031546	20.0	0.0	65	4095	1300	81900
30.487247467041016	63	173.323230277	81.2467653931	246.535014744	-190.866663045	20.0	0.0	65	4160	1300	83200
30.89350152015686	64	193.113760906	52.7882364027	246.383608496	-7.06639867943	20.0	0.0	65	4225	1300	84500
31.347205638885498	65	198.46251905	45.5015768863	248.798813366	26.6219216663	20.0	0.0	65	4290	1300	85800
31.83158540725708	66	199.136720523	43.164028252	258.796798531	57.3077153259	20.0	0.0	65	4355	1300	87100
32.19096517562866	67	201.742508563	44.5543242398	248.237193445	-7.61431034049	20.0	0.0	65	4420	1300	88400
32.456592321395874	68	204.162009464	43.9508445389	256.482594191	58.5788811757	20.0	0.0	65	4485	1300	89700
32.84722089767456	69	213.507220041	25.8756615679	251.183026429	122.904635119	20.0	0.0	65	4550	1300	91000
33.206600189208984	70	207.648818148	43.1714412836	257.877587157	10.7122180693	20.0	0.0	65	4615	1300	92300
33.59722900390625	71	211.691963592	37.6950855532	255.613099902	23.96436816	20.0	0.0	65	4680	1300	93600
34.09139323234558	72	209.0638799	46.7777760874	257.983798913	-31.9857589169	20.0	0.0	65	4745	1300	94900
34.56014847755432	73	222.26628276	20.8608894291	253.047557493	150.123897064	20.0	0.0	65	4810	1300	96200
35.05343532562256	74	220.301538641	26.9065989485	255.994184435	134.544537521	20.0	0.0	65	4875	1300	97500
35.5221905708313	75	221.997295279	34.1797697965	256.980167132	31.021709331	20.0	0.0	65	4940	1300	98800
36.01447916030884	76	221.068376023	38.4366993694	257.776876576	25.9362802936	20.0	0.0	65	5005	1300	100100
36.467591285705566	77	222.733589747	36.1767574856	266.585363169	39.0619339371	20.0	0.0	65	5070	1300	101400
36.961633920669556	78	226.019780645	23.1360324912	260.040907795	125.890679362	20.0	0.0	65	5135	1300	102700
37.44601273536682	79	228.632000282	18.5512348757	255.078693098	157.778329053	20.0	0.0	65	5200	1300	104000
