Time	Iteration	AverageReturn1	StdReturn1	MaxReturn1	MinReturn1	AverageReturn2	StdReturn2	MaxReturn2	MinReturn2	AverageTotalReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
5.593831777572632	0	-341.809692374	48.9976794107	-178.298781341	-458.698399197	-95.8774187882	75.9021815017	100.628864116	-317.392223228	-437.687111163	89.137850784	-231.290450791	-685.848529646	10.0	0.0	257	257	2570	2570
8.281362056732178	1	-312.921519049	49.0730779148	-179.707206762	-458.023328593	-92.3955758755	79.9593413961	151.60180797	-301.798975154	-405.317094925	88.6996581398	-155.143767683	-620.037065421	10.0	0.0	257	514	2570	5140
10.703264951705933	2	-281.620214041	46.4288902504	-159.050339411	-402.656027505	-71.2616236472	85.0543311839	187.641170489	-294.430868667	-352.881837689	87.6772435933	-98.5328317907	-559.721948517	10.0	0.0	257	771	2570	7710
13.172044277191162	3	-256.565578119	45.480602902	-132.510697575	-385.129185321	-60.721229021	86.3288075646	184.328114965	-316.752860999	-317.28680714	90.2017926253	-29.833665952	-595.739780616	10.0	0.0	257	1028	2570	10280
15.593946933746338	4	-231.353770154	47.0177297831	-63.7984902343	-359.355267292	-38.6955729337	95.0924582009	260.728513988	-325.581267207	-270.049343087	90.2569376044	26.2374311271	-494.929682459	10.0	0.0	257	1285	2570	12850
18.062707901000977	5	-214.059422489	50.7334514496	-72.3783563977	-356.358921968	-19.9963809282	83.0331344062	188.394376617	-224.446465503	-234.055803418	84.9567198992	-10.577197394	-456.341829002	10.0	0.0	257	1542	2570	15420
20.500253915786743	6	-191.634986256	53.1813496134	-41.7254096307	-336.378442944	-13.172262126	83.9943077733	226.446610797	-291.746027458	-204.807248383	86.8083635025	44.2006488865	-468.900043895	10.0	0.0	257	1799	2570	17990
22.984656810760498	7	-165.722296025	48.1724347327	-31.0356609662	-294.242060237	-2.56133436763	89.613257462	247.73485257	-188.089127419	-168.283630393	84.1521349264	53.6095061058	-372.00665452	10.0	0.0	257	2056	2570	20560
25.43779420852661	8	-148.951540972	47.7908553869	-34.0247705937	-323.420124021	15.390027971	87.5236021579	286.390326941	-196.306249779	-133.561513001	82.6794991355	65.0521683637	-332.727742551	10.0	0.0	257	2313	2570	23130
27.9065842628479	9	-130.219368742	47.9078947122	21.3481573375	-268.818878183	13.4167408379	88.5461950661	249.690412017	-246.317291317	-116.802627904	81.5388164218	89.2068924658	-347.084715841	10.0	0.0	257	2570	2570	25700
30.359737634658813	10	-111.511579149	52.8313128044	62.6013533517	-274.346606071	28.2637971422	91.1277160995	261.840606532	-196.028027565	-83.2477820069	79.7479948469	101.183404281	-335.730694313	10.0	0.0	257	2827	2570	28270
32.84412884712219	11	-92.102063675	48.9723538477	68.3521642592	-230.198938629	31.3170210463	88.5624681308	284.995949245	-230.600880403	-60.7850426286	82.162250934	143.223490293	-253.873007509	10.0	0.0	257	3084	2570	30840
35.29728317260742	12	-75.1756245851	55.2437803959	127.297090554	-217.796367683	36.574082724	88.7011806249	228.374270962	-191.119219327	-38.6015418611	82.5236313102	147.209222794	-297.572556393	10.0	0.0	257	3341	2570	33410
37.75044846534729	13	-49.5055650474	53.2116759026	103.141533342	-187.037575618	42.5897749579	90.4791833999	267.671489493	-211.594726515	-6.91579008946	81.1831516592	203.215613328	-243.939288393	10.0	0.0	257	3598	2570	35980
40.20360589027405	14	-32.9605502282	56.4696404587	137.119972745	-158.40430077	38.4171619773	90.9009693989	243.685878956	-211.914802271	5.45661174912	79.6543250877	193.438656162	-190.392661304	10.0	0.0	257	3855	2570	38550
42.734867334365845	15	-9.31340515937	57.2343578082	132.072755262	-146.29160853	52.0102119925	88.2378228136	232.005631753	-216.772190376	42.6968068331	80.6716984684	216.565555404	-282.434748782	10.0	0.0	257	4112	2570	41120
45.20364713668823	16	5.29621347586	55.440705297	149.960038145	-121.024926064	47.3958219637	88.2395744418	245.504934802	-236.691530915	52.6920354395	79.4472939341	242.712551028	-125.062523606	10.0	0.0	257	4369	2570	43690
47.719300746917725	17	27.7659601984	58.4755797171	195.449352076	-137.553823573	49.578397299	86.0037434797	248.094174958	-237.950513113	77.3443574974	79.6997285352	269.400415856	-214.791849176	10.0	0.0	257	4626	2570	46260
50.17246723175049	18	52.4669009872	59.9136976462	191.652410049	-100.889499121	52.0901595831	80.2332910329	253.789529642	-157.087169865	104.55706057	73.0290169349	265.100114396	-171.826302158	10.0	0.0	257	4883	2570	48830
52.64123296737671	19	64.8298492662	59.7137360524	206.813758906	-126.447045486	48.8440817542	87.9769841687	211.214071233	-196.626651647	113.67393102	77.1285229252	281.817856639	-176.190197854	10.0	0.0	257	5140	2570	51400
55.11002826690674	20	83.2832679611	55.7064171899	200.562443073	-68.3063543668	50.0533381882	79.5851220602	214.208481593	-208.014580832	133.336606149	76.6473771815	305.807076311	-195.142745294	10.0	0.0	257	5397	2570	53970
57.56318116188049	21	99.1718119409	53.3888698533	206.807725922	-82.39652711	43.0975404881	73.3401912521	188.998395321	-241.975062721	142.269352429	68.6009268844	296.880955672	-56.0131668934	10.0	0.0	257	5654	2570	56540
60.01631736755371	22	103.09965871	49.8279164082	203.58914599	-71.0259933347	32.8648313163	76.7010801065	208.109057627	-220.115646875	135.964490026	72.095589562	276.464112621	-122.120543229	10.0	0.0	257	5911	2570	59110
62.438220739364624	23	106.547999688	50.4363135406	226.578131118	-47.7591614458	25.3604397412	78.0974664603	199.211512728	-220.408675896	131.908439429	67.5740677497	278.179597579	-73.5403297016	10.0	0.0	257	6168	2570	61680
64.86012434959412	24	115.527156547	46.9138781422	213.583975822	-28.5455545766	21.641992926	75.0766098086	191.637963879	-189.395756487	137.169149473	71.9345123131	325.336763758	-89.0126100569	10.0	0.0	257	6425	2570	64250
67.31329417228699	25	121.389495586	42.4841080682	214.389285057	-21.2905073863	6.45382113321	78.2051843707	238.42656266	-187.198463008	127.843316719	71.6554555214	301.326844009	-49.8562967503	10.0	0.0	257	6682	2570	66820
69.766446352005	26	115.851493436	41.6233730114	202.120164722	-47.9672803425	2.26361412042	80.9839404522	167.478043667	-252.229928276	118.115107556	77.7926308855	263.088312424	-138.470255649	10.0	0.0	257	6939	2570	69390
72.2039749622345	27	117.111430974	40.9177415501	219.045363669	-29.3500813811	-3.09759115697	70.9629050297	172.123023484	-178.278089217	114.013839817	65.3281506556	257.047965676	-98.7058687922	10.0	0.0	257	7196	2570	71960
74.64150357246399	28	121.095628371	40.5465837028	205.061746155	-87.2593961731	-6.89053576028	71.1925434256	175.441302853	-280.64384292	114.205092611	72.2237322926	279.896643092	-168.753031578	10.0	0.0	257	7453	2570	74530
77.1258897781372	29	121.860951058	35.1753319178	195.530125981	-12.4398106256	-10.2257719815	70.9395013814	159.115726128	-192.163042571	111.635179076	70.2638191301	297.008080123	-107.544789769	10.0	0.0	257	7710	2570	77100
79.61347937583923	30	118.650403021	31.8685221642	181.357956339	25.6408254709	-7.85414400168	74.8268803173	174.44561113	-236.187301467	110.796259019	78.224944939	312.231477897	-141.121534171	10.0	0.0	257	7967	2570	79670
82.05102252960205	31	122.356334457	34.0596341306	198.475979767	-41.3510623284	-18.2755097405	68.9332709093	143.48932803	-195.240602824	104.080824716	74.4186822804	263.118223117	-118.587839564	10.0	0.0	257	8224	2570	82240
84.53542971611023	32	120.749471416	32.9958449837	198.185583561	-4.11285915057	-9.507236707	66.7823507951	135.434202519	-204.795546446	111.242234709	71.9881324422	287.216481504	-114.916981645	10.0	0.0	257	8481	2570	84810
86.9885663986206	33	117.974514299	34.4427419753	194.947945545	-28.3767038551	-2.9906780987	68.5664752306	175.721896231	-214.017122801	114.9838362	72.7201406482	286.46582169	-87.73932388	10.0	0.0	257	8738	2570	87380
89.4104859828949	34	121.148624756	32.5032325971	205.763937511	4.60774678007	-0.821688641259	64.4871517903	123.356424357	-149.840437825	120.326936115	67.4583783661	264.188641037	-53.3906887828	10.0	0.0	257	8995	2570	89950
