Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
2.316913366317749	0	-689.108058021	81.2338016841	-536.426167469	-902.594698918	20.0	0.0	65	65	1300	1300
2.6231305599212646	1	-647.156895763	78.8018571544	-469.793565322	-857.151780206	20.0	0.0	65	130	1300	2600
2.9143354892730713	2	-627.271074243	92.0890045095	-438.844362234	-878.889858564	20.0	0.0	65	195	1300	3900
3.2055413722991943	3	-616.443517017	74.4380830507	-439.166482771	-855.826679477	20.0	0.0	65	260	1300	5200
3.487741231918335	4	-586.499653906	69.7397890065	-406.541025959	-746.697132696	20.0	0.0	65	325	1300	6500
3.7799465656280518	5	-559.067085374	66.3867258467	-431.884592097	-713.156925985	20.0	0.0	65	390	1300	7800
4.0861639976501465	6	-516.201027062	77.0174959975	-326.230229159	-661.982310165	20.0	0.0	65	455	1300	9100
4.375367879867554	7	-495.183407932	66.7193873906	-370.713216717	-724.013865941	20.0	0.0	65	520	1300	10400
4.673578262329102	8	-467.70790719	67.514143689	-321.052719045	-653.496303698	20.0	0.0	65	585	1300	11700
4.967785596847534	9	-451.841803773	60.3522319556	-327.045673079	-654.946049638	20.0	0.0	65	650	1300	13000
5.262007474899292	10	-408.503253214	73.3623249603	-227.341830317	-570.403116073	20.0	0.0	65	715	1300	14300
5.550198793411255	11	-385.622825188	66.2103917507	-250.73612562	-531.155566778	20.0	0.0	65	780	1300	15600
5.834413290023804	12	-364.243739355	77.580322797	-204.931796645	-593.243901224	20.0	0.0	65	845	1300	16900
6.125604629516602	13	-337.687475762	67.1309936529	-192.362578243	-511.6992629	20.0	0.0	65	910	1300	18200
6.417811393737793	14	-307.790504855	63.9596899212	-178.49712773	-428.515822427	20.0	0.0	65	975	1300	19500
6.704013347625732	15	-270.661618177	74.0602288691	-122.103209818	-447.088466528	20.0	0.0	65	1040	1300	20800
6.99922251701355	16	-242.508415533	57.0821018694	-82.0177006419	-426.932609933	20.0	0.0	65	1105	1300	22100
7.299435138702393	17	-221.954777899	74.0081301867	-57.2102561874	-456.995859341	20.0	0.0	65	1170	1300	23400
7.590640544891357	18	-207.907345651	70.9737482512	-22.6322404617	-430.146641095	20.0	0.0	65	1235	1300	24700
7.8808465003967285	19	-171.358457742	70.0075532817	2.18469833436	-345.552494744	20.0	0.0	65	1300	1300	26000
8.169050216674805	20	-149.917299663	86.7347466901	35.5642848455	-341.424529676	20.0	0.0	65	1365	1300	27300
8.464272022247314	21	-110.832409951	71.6804634299	30.1406119035	-320.31845069	20.0	0.0	65	1430	1300	28600
8.75346326828003	22	-98.2592215375	76.3284648268	30.7274684492	-371.178815236	20.0	0.0	65	1495	1300	29900
9.05869436264038	23	-73.0994505493	63.8202753973	81.9492028254	-212.856126115	20.0	0.0	65	1560	1300	31200
9.349884033203125	24	-55.3562194341	75.2861070235	67.6507906106	-268.977319114	20.0	0.0	65	1625	1300	32500
9.643091201782227	25	-23.7487589638	83.3721185172	111.865558605	-347.871922839	20.0	0.0	65	1690	1300	33800
9.945319414138794	26	-17.3986115785	76.0074958945	92.0399527817	-209.643784888	20.0	0.0	65	1755	1300	35100
10.233522415161133	27	7.59552345784	70.7178998219	149.912132503	-156.054528617	20.0	0.0	65	1820	1300	36400
10.534723281860352	28	22.0645090954	85.8105286522	124.306110724	-278.177235792	20.0	0.0	65	1885	1300	37700
10.835934400558472	29	52.3317241087	56.9581260005	160.711095486	-134.125173671	20.0	0.0	65	1950	1300	39000
