Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
1.0018134117126465	0	-626.35477268	88.2348728567	-451.411611413	-791.268143192	20.0	0.0	51	51	1020	1020
1.3784241676330566	1	-580.882406907	85.792184352	-451.956303929	-785.577025744	20.0	0.0	51	102	1020	2040
1.5795581340789795	2	-544.903599015	88.1722522182	-414.53421012	-750.603966419	20.0	0.0	51	153	1020	3060
1.779693365097046	3	-525.753086292	109.443162777	-353.602953579	-819.499902247	20.0	0.0	51	204	1020	4080
1.9768140316009521	4	-468.53582954	93.8867944088	-293.824252861	-771.352618093	20.0	0.0	51	255	1020	5100
2.175964593887329	5	-426.338049284	83.9479799638	-294.524112528	-676.859627362	20.0	0.0	51	306	1020	6120
2.3741025924682617	6	-399.84965421	89.4681783406	-245.235005613	-631.378094008	20.0	0.0	51	357	1020	7140
2.5722339153289795	7	-371.022627571	70.9278167723	-264.298882486	-620.698955515	20.0	0.0	51	408	1020	8160
2.7753586769104004	8	-344.847337214	76.6493480783	-193.348244803	-596.056498605	20.0	0.0	51	459	1020	9180
2.9805121421813965	9	-314.925335518	72.7929208433	-199.35988317	-586.561822801	20.0	0.0	51	510	1020	10200
3.1776504516601562	10	-277.077558236	62.2680036494	-160.064469984	-472.362415233	20.0	0.0	51	561	1020	11220
3.3777830600738525	11	-245.190016437	47.9629524618	-152.26697088	-381.292503673	20.0	0.0	51	612	1020	12240
3.575904369354248	12	-220.363450826	47.7801361763	-104.733161471	-317.061583493	20.0	0.0	51	663	1020	13260
3.7770586013793945	13	-177.961074315	44.4084736979	-42.472146069	-289.342084714	20.0	0.0	51	714	1020	14280
3.9761900901794434	14	-155.411665783	51.3696532293	-48.074383555	-313.216701112	20.0	0.0	51	765	1020	15300
4.176328182220459	15	-138.483026089	62.2020048766	-46.6212918677	-469.103475064	20.0	0.0	51	816	1020	16320
4.376464605331421	16	-110.005823583	56.7401879013	7.90208603786	-275.409633412	20.0	0.0	51	867	1020	17340
4.575604677200317	17	-73.5763013317	42.8531330382	44.8577801028	-167.496656507	20.0	0.0	51	918	1020	18360
4.774738550186157	18	-59.2246040612	46.810685164	59.070107808	-190.017687008	20.0	0.0	51	969	1020	19380
4.9798784255981445	19	-30.4541451709	37.9415706619	43.9542149965	-129.647461708	20.0	0.0	51	1020	1020	20400
5.181016445159912	20	7.89051457386	33.4464097971	65.60073701	-87.1076480187	20.0	0.0	51	1071	1020	21420
5.381151914596558	21	27.2186167927	41.1376673385	128.29085691	-80.9734313477	20.0	0.0	51	1122	1020	22440
5.578282833099365	22	46.4399441899	36.5585952914	133.592006039	-59.522591502	20.0	0.0	51	1173	1020	23460
5.779419183731079	23	71.5055844728	36.5400658485	136.881907139	-52.6641060702	20.0	0.0	51	1224	1020	24480
5.980542898178101	24	97.5325801081	32.9914169727	153.276939464	15.0690743937	20.0	0.0	51	1275	1020	25500
6.189700126647949	25	114.505564208	27.6552993592	165.603660073	33.4565265334	20.0	0.0	51	1326	1020	26520
6.394840478897095	26	131.283747627	28.5405234365	183.586997342	53.1622739008	20.0	0.0	51	1377	1020	27540
6.594975471496582	27	142.074475528	26.2851700161	188.689981152	72.0600287666	20.0	0.0	51	1428	1020	28560
6.79411506652832	28	153.892901175	24.8031201562	208.247943314	66.6508648387	20.0	0.0	51	1479	1020	29580
7.003252983093262	29	173.023431887	17.3267521837	211.556070218	133.757272124	20.0	0.0	51	1530	1020	30600
7.208397388458252	30	182.247267063	23.8092071359	220.429520598	89.7352949071	20.0	0.0	51	1581	1020	31620
7.410531282424927	31	192.824967455	19.98471961	231.548963709	137.421283219	20.0	0.0	51	1632	1020	32640
7.608665704727173	32	202.703951448	12.6886112689	229.187845034	171.838133135	20.0	0.0	51	1683	1020	33660
7.806800603866577	33	207.852409522	18.7746572959	235.134979901	103.348512765	20.0	0.0	51	1734	1020	34680
8.00593638420105	34	211.975607843	12.358446885	233.450428965	177.543938624	20.0	0.0	51	1785	1020	35700
8.203071594238281	35	217.862200068	13.198047193	245.154343553	184.568900638	20.0	0.0	51	1836	1020	36720
8.401206254959106	36	218.953826294	10.974432793	245.89996291	195.176875953	20.0	0.0	51	1887	1020	37740
8.599340915679932	37	224.658459155	9.97864612974	245.787384402	202.999202611	20.0	0.0	51	1938	1020	38760
