Time	Iteration	AverageReturn1	StdReturn1	MaxReturn1	MinReturn1	AverageReturn2	StdReturn2	MaxReturn2	MinReturn2	EpLenMean	EpLenStd	NumPathsThisBatch	NumPathsSoFar	TimestepsThisBatch	TimestepsSoFar
182.32533740997314	161	62.1598828726	17.1505320442	96.9401890517	16.1740577821	29.5966820884	14.0100766509	56.4659736936	0.557263146015	20.0	0.0	65	10530	1300	210600
183.44117951393127	162	70.7503268613	15.3523532557	98.8914919111	36.4169711761	21.4641925496	17.2544820774	60.0569632095	-42.3464488803	20.0	0.0	65	10595	1300	211900
184.55995988845825	163	79.2339589725	16.8803210467	125.134038221	35.1661477886	17.6823041213	12.5991694475	58.5796794275	-8.4920869657	20.0	0.0	65	10660	1300	213200
185.67476224899292	164	88.423982951	15.7276957026	118.244667443	38.9514928439	10.9991902156	18.9072074289	48.6024714149	-27.8420887933	20.0	0.0	65	10725	1300	214500
186.7895529270172	165	96.3447855615	18.2812459831	132.752274723	51.5062247427	6.57889069877	13.2642721138	30.6760018806	-29.1534428431	20.0	0.0	65	10790	1300	215800
187.90835165977478	166	112.495514567	18.8392626375	163.129290176	71.827904998	16.3335378383	15.6185659277	58.6237652982	-20.1938228617	20.0	0.0	65	10855	1300	217100
189.02612614631653	167	119.092651205	20.9245648819	154.234448745	63.3522349435	20.2482311336	17.311053412	60.3178044946	-22.9757183374	20.0	0.0	65	10920	1300	218400
190.1559271812439	168	140.216907619	19.9830286937	182.070890276	85.8939565704	28.1560204071	14.7246960744	73.0118131504	-9.10356574529	20.0	0.0	65	10985	1300	219700
191.2837438583374	169	149.089877997	16.3304985657	187.233427509	117.320423648	35.2406231241	13.8360162177	62.7734066622	9.97982674825	20.0	0.0	65	11050	1300	221000
192.40053057670593	170	156.139672324	20.1181797884	203.243955361	112.77891842	35.6609828031	14.3886315348	67.580067543	0.95700069871	20.0	0.0	65	11115	1300	222300
193.52433037757874	171	161.735447454	18.6845255126	195.536501237	109.549139362	44.7344366764	16.2528689473	80.9110606193	14.8406457782	20.0	0.0	65	11180	1300	223600
194.64811205863953	172	164.445753487	17.7700644571	207.015400761	120.483867791	48.4374934636	16.0448332619	93.3184009494	15.4812213789	20.0	0.0	65	11245	1300	224900
195.77292346954346	173	165.776427982	19.723330518	198.763571737	109.452172335	47.7150031005	16.107318146	96.2893173036	14.090485604	20.0	0.0	65	11310	1300	226200
196.8947048187256	174	166.302680531	18.6993593305	207.064632395	117.308727153	50.5255485015	17.9929289738	88.7968182521	9.56447831426	20.0	0.0	65	11375	1300	227500
198.02051544189453	175	171.182935785	14.4068940905	210.691426401	135.842689408	51.1028192566	15.9823972951	104.830407582	2.08721981067	20.0	0.0	65	11440	1300	228800
199.13829517364502	176	173.310596261	16.5359388156	213.146309097	119.27056001	44.2000771359	16.890118794	77.5910690327	4.19955587844	20.0	0.0	65	11505	1300	230100
200.25814628601074	177	173.761573929	15.6529824193	206.320673945	126.587068097	28.2301691878	18.8106753478	76.5312770098	-10.770516712	20.0	0.0	65	11570	1300	231400
201.38096809387207	178	170.186154332	14.5003815895	199.581899867	115.456607444	21.1178177746	20.906269905	68.6137399267	-27.9170173593	20.0	0.0	65	11635	1300	232700
202.49674105644226	179	174.431979856	16.1376811054	209.567752336	130.218305794	13.7106426479	22.9404454265	64.7575825723	-35.0116875709	20.0	0.0	65	11700	1300	234000
203.6245415210724	180	179.363829244	16.0870225976	220.515442993	131.647033174	-0.746561956888	22.7367100518	49.5402308484	-57.7768353329	20.0	0.0	65	11765	1300	235300
204.7373309135437	181	175.826895728	16.3369347368	219.305822413	135.655788488	0.728259872726	23.5907142794	64.7543783113	-46.8681819138	20.0	0.0	65	11830	1300	236600
205.85712313652039	182	176.474580097	15.8605686398	211.026342238	133.93205847	1.3698035632	21.2933937782	51.1605472181	-54.8007258856	20.0	0.0	65	11895	1300	237900
206.9829216003418	183	170.87222378	16.7752397262	210.676650008	136.502595549	4.28863505039	19.8539864318	45.6008738705	-41.9071359847	20.0	0.0	65	11960	1300	239200
208.1087348461151	184	168.70065782	15.7485445486	202.779960083	105.884280646	-0.254586640189	23.6560979038	51.3804672459	-64.5637186738	20.0	0.0	65	12025	1300	240500
209.2295138835907	185	163.981455568	13.2969651414	201.582287825	129.683849053	5.85434926756	24.1295488581	66.8947314456	-48.2346152688	20.0	0.0	65	12090	1300	241800
210.40260982513428	186	160.85265532	16.2459844877	204.357250176	128.071504375	2.99341135327	21.0994884102	66.2928737234	-47.8619085904	20.0	0.0	65	12155	1300	243100
211.528475522995	187	150.743409541	15.3464463797	180.025391036	94.6939335428	8.03094632094	28.1471409852	63.4413017511	-47.7942825063	20.0	0.0	65	12220	1300	244400
212.6512689590454	188	143.558998158	16.6235925261	189.692018213	98.5264746961	12.6663022947	26.1126193004	66.8337833905	-42.4021826328	20.0	0.0	65	12285	1300	245700
213.7620882987976	189	134.917713752	18.2025818981	178.780363262	91.0242747185	20.7696952193	28.9578401766	85.0860861148	-50.9758934343	20.0	0.0	65	12350	1300	247000
214.87592577934265	190	129.329875454	13.342244196	162.07740789	93.0205702351	22.2197264036	30.0765695209	94.7776320921	-43.4686270523	20.0	0.0	65	12415	1300	248300
215.99072885513306	191	106.621816071	17.1676777819	153.540690839	64.2176491081	23.3819109494	22.9275417121	60.8023851155	-33.9833943985	20.0	0.0	65	12480	1300	249600
217.09451055526733	192	94.7375749695	15.1215736486	137.845892539	65.7813661723	22.7858173372	23.5698073166	79.1943870327	-39.6311794863	20.0	0.0	65	12545	1300	250900
218.2012825012207	193	84.8131755811	17.1628230791	116.77193253	42.4418145878	26.8427329912	20.9557982739	65.0078747938	-41.3237354162	20.0	0.0	65	12610	1300	252200
219.3060657978058	194	68.7725779585	20.3808468303	119.669415654	22.1018532732	34.3691229591	18.1425042111	64.1623611972	-23.6662966751	20.0	0.0	65	12675	1300	253500
220.4168827533722	195	50.912972251	18.9353066513	88.3671846135	-5.89202981818	42.3705518192	19.1610620282	87.3628174102	-7.28448665355	20.0	0.0	65	12740	1300	254800
221.52970838546753	196	25.8154942666	21.3846696521	86.6638079006	-24.806253158	53.4602081427	22.3447004946	89.9481961897	-23.0915737458	20.0	0.0	65	12805	1300	256100
222.64149713516235	197	-7.39476487536	24.4998617808	52.3541911888	-54.5080780115	84.379922557	20.8225777276	139.191001478	22.7959430956	20.0	0.0	65	12870	1300	257400
223.753267288208	198	-50.8830365946	34.525380498	14.3507209776	-140.39397211	106.7471583	24.1814590265	166.830073798	23.7359710173	20.0	0.0	65	12935	1300	258700
224.86507153511047	199	-76.3543755491	29.4991153949	-14.9782774568	-150.526058725	127.069943507	19.4451025123	183.27720137	84.9161212272	20.0	0.0	65	13000	1300	260000
225.97489595413208	200	-92.4966513621	36.5764714807	-6.68814418179	-196.008136588	144.965515081	21.489413889	198.762994061	91.7922566401	20.0	0.0	65	13065	1300	261300
227.0816934108734	201	-65.5004833939	34.7110477502	-4.73342778626	-155.583376641	145.048025699	24.6074449027	197.430239321	85.8364796588	20.0	0.0	65	13130	1300	262600
228.1914665699005	202	-16.6389803477	28.9378664129	37.6206100259	-97.6810516212	129.821809515	20.7219131335	185.307833579	81.1956995209	20.0	0.0	65	13195	1300	263900
229.30627131462097	203	23.7732919826	22.9354085064	82.5503281789	-27.5246731755	107.075079659	16.3818992419	152.219252264	74.2566685601	20.0	0.0	65	13260	1300	265200
230.4060366153717	204	55.7347585778	23.1428049174	102.585981942	5.14615768476	93.9778242725	16.6233225616	133.067572694	59.1932296122	20.0	0.0	65	13325	1300	266500
231.59292030334473	205	79.0135990618	21.0047609668	116.723213093	16.5655089736	76.2595168202	14.9809267759	103.410866169	47.0334746131	20.0	0.0	65	13390	1300	267800
232.6977186203003	206	88.669790876	19.3711756853	125.477626727	18.5373788153	74.7896796026	14.7549745238	107.032836689	38.9106500235	20.0	0.0	65	13455	1300	269100
233.8155324459076	207	99.2554497191	15.7008987794	128.222916547	56.9696936416	72.5273861534	15.8319616638	117.580766936	26.851066946	20.0	0.0	65	13520	1300	270400
234.92731928825378	208	105.980212042	15.2552734104	141.270316703	67.1981689619	72.7807318519	14.1342465927	104.000571781	43.3115801446	20.0	0.0	65	13585	1300	271700
236.03412246704102	209	108.211775708	16.4633198727	153.751613891	59.4153013419	70.13370286	15.8066930368	96.8857830274	36.1390730353	20.0	0.0	65	13650	1300	273000
237.15992069244385	210	115.196981194	12.5627827798	146.552213499	88.8650039606	67.5959973786	15.1786567037	103.726292825	30.7352817318	20.0	0.0	65	13715	1300	274300
238.27970933914185	211	119.558062591	15.2459400738	159.325183948	78.0610506572	67.9930433698	14.4781545406	96.1376427292	26.4448356095	20.0	0.0	65	13780	1300	275600
239.3885006904602	212	119.982593782	16.3710842174	152.426865036	85.8466153637	65.9728078867	17.188896356	109.292535105	37.0444629343	20.0	0.0	65	13845	1300	276900
240.49626779556274	213	124.812687036	12.1679284261	152.059211665	91.2025982865	64.4935922194	15.7297068366	90.2211053933	29.1497589743	20.0	0.0	65	13910	1300	278200
241.60905742645264	214	132.074713744	14.4838649807	172.051253789	105.775366886	64.6723805549	15.9706846501	94.8534857627	28.452320927	20.0	0.0	65	13975	1300	279500
242.73687410354614	215	133.66317436	14.5522541285	167.379755565	97.2522264189	59.7234704368	15.4431106272	91.0381077443	20.0346630151	20.0	0.0	65	14040	1300	280800
243.8476619720459	216	134.393441625	15.0971431099	169.51067005	98.3925397297	56.6516811616	19.3306057204	107.921999865	15.3818133037	20.0	0.0	65	14105	1300	282100
244.9584321975708	217	144.732462944	13.804031852	176.855376946	115.486805292	54.305783412	18.6788073601	90.8557165773	-0.0277602727075	20.0	0.0	65	14170	1300	283400
246.0872461795807	218	148.044683321	13.6419930163	180.737245635	108.162119882	46.2651058494	22.2147897873	115.583187669	-8.22329503004	20.0	0.0	65	14235	1300	284700
247.20702576637268	219	153.627241328	15.5256299459	188.625599105	114.951679015	45.071254236	20.202375396	84.3758251269	-4.46444063122	20.0	0.0	65	14300	1300	286000
248.32882165908813	220	159.309009284	16.2683376884	191.382295264	114.81634685	43.9011001152	23.671629056	95.7269440938	-15.8363090292	20.0	0.0	65	14365	1300	287300
249.45063400268555	221	166.545630687	15.0322228804	195.793864229	130.547194417	37.4327128813	27.4453106889	98.557841693	-58.3355270514	20.0	0.0	65	14430	1300	288600
250.56642031669617	222	173.122397173	14.3073514064	203.495109462	122.278911739	36.4993699441	23.4530943233	99.5559418603	-13.1072921615	20.0	0.0	65	14495	1300	289900
251.69222378730774	223	180.383418301	15.6582762286	224.048550798	143.418956734	29.5740164718	22.3512545348	78.4270864935	-35.5085047568	20.0	0.0	65	14560	1300	291200
252.79900312423706	224	190.155488261	13.8591882719	217.242074698	151.594397145	36.3203932389	27.4118508117	89.2204309057	-15.9175677383	20.0	0.0	65	14625	1300	292500
253.90777611732483	225	200.401998568	15.205326329	236.008045778	171.208674593	29.726716846	29.4280550603	128.168913105	-48.8985163465	20.0	0.0	65	14690	1300	293800
255.02557921409607	226	211.891453427	13.8364579997	237.573752285	171.472080077	15.9022271042	27.592402014	69.2774650737	-57.3982215612	20.0	0.0	65	14755	1300	295100
256.1433789730072	227	216.317331348	15.017411499	247.736972749	183.123384891	16.0765673158	36.2224669598	95.2070710667	-80.5991577938	20.0	0.0	65	14820	1300	296400
257.2531611919403	228	224.735847454	15.1956064357	253.330243996	183.596631935	16.1442238752	32.0482997877	86.136485603	-59.390727831	20.0	0.0	65	14885	1300	297700
258.3629524707794	229	227.147932309	16.4995672517	257.990217506	171.770816044	11.8170033244	28.3198555697	73.9444699971	-60.7021138546	20.0	0.0	65	14950	1300	299000
259.47378516197205	230	230.283823082	13.1543709164	273.536137111	197.791020045	9.78048269256	30.4285578602	84.0630705435	-73.0291547739	20.0	0.0	65	15015	1300	300300
260.5765902996063	231	223.546260861	17.0505820465	260.359967802	162.304018875	16.0859363606	38.638850915	109.173985467	-88.1247270861	20.0	0.0	65	15080	1300	301600
261.69335770606995	232	223.482581769	15.0890289184	248.034752541	171.816275799	18.6912743358	29.6761037017	70.414436959	-53.9810579872	20.0	0.0	65	15145	1300	302900
262.81915640830994	233	223.105219394	15.0984221176	261.790512357	184.183525943	20.1066677962	35.4850613595	94.0423664739	-73.8260182026	20.0	0.0	65	15210	1300	304200
263.9329459667206	234	210.320051236	16.2068297248	247.216868592	174.144624223	22.6830468651	37.0298207056	86.5726445098	-69.0851342225	20.0	0.0	65	15275	1300	305500
265.0417513847351	235	206.660388587	13.7434514915	241.282930256	175.227984649	18.2494311401	33.9629676444	100.823926419	-49.1741592567	20.0	0.0	65	15340	1300	306800
266.1575231552124	236	198.401495002	13.969673046	240.088593577	150.576930185	13.4521057141	38.2045504189	81.2888025367	-75.9527147945	20.0	0.0	65	15405	1300	308100
267.2713119983673	237	191.149171559	13.4320188477	217.196373757	161.450009999	10.424195324	33.2571580228	74.9887561728	-79.1950322164	20.0	0.0	65	15470	1300	309400
268.3861348628998	238	183.63683592	12.3671719384	208.577668256	157.096178255	12.7067265869	32.4664263222	78.4366865866	-62.0903289542	20.0	0.0	65	15535	1300	310700
269.493901014328	239	175.828171883	13.6012613585	209.607129273	151.418922178	3.92800008312	33.5174096153	74.6279201466	-73.6130011042	20.0	0.0	65	15600	1300	312000
270.60369348526	240	162.324534277	14.3091703419	188.010627309	124.665587253	2.046675451	28.6034775257	83.0723239819	-64.8818168019	20.0	0.0	65	15665	1300	313300
271.72146797180176	241	151.707673865	13.5129533911	184.382240695	123.45473396	-6.40625422999	28.913064188	66.4990185006	-79.2428182396	20.0	0.0	65	15730	1300	314600
272.8332562446594	242	137.194515121	16.1200954118	176.974147349	86.015951368	-4.21546443414	27.9415564432	67.9621151321	-63.2273094755	20.0	0.0	65	15795	1300	315900
273.96505761146545	243	130.57912454	16.7959776564	164.006595971	93.189934681	-10.2009178091	32.7485529698	63.6592843077	-106.02272319	20.0	0.0	65	15860	1300	317200
275.08193922042847	244	137.194688808	18.0191779046	169.822748992	91.1479989091	1.165776542	31.2255264136	71.7627764068	-85.9174240222	20.0	0.0	65	15925	1300	318500
276.193727016449	245	135.91340585	16.543339839	170.343348514	83.8369763821	-0.516381145951	28.6325312128	84.526594949	-67.2053414028	20.0	0.0	65	15990	1300	319800
277.3105192184448	246	146.47924724	15.4681350459	173.360943934	103.830678236	-8.57127293605	32.7567493337	57.0401142522	-94.6547501939	20.0	0.0	65	16055	1300	321100
278.42732858657837	247	156.406581943	14.1173665558	187.877038913	117.104802331	0.361489989566	33.6568152588	77.8258257597	-64.7102211614	20.0	0.0	65	16120	1300	322400
279.5551242828369	248	170.17193822	13.2716904977	198.625394843	132.94914835	4.66730050231	32.4381425125	71.9546322865	-98.5444434167	20.0	0.0	65	16185	1300	323700
280.6809482574463	249	176.968705097	15.3989016695	213.877859482	131.646557001	7.52058805914	32.6217673281	87.7361341957	-62.0307655659	20.0	0.0	65	16250	1300	325000
281.806706905365	250	180.557954288	12.876906017	204.422840894	144.054747589	7.44507048118	31.6060925053	108.540554778	-66.0007086003	20.0	0.0	65	16315	1300	326300
289.28673911094666	251	183.609382043	12.6506248059	216.2210119	150.71199807	16.2973946464	29.6577157836	70.7050412378	-72.2235530377	20.0	0.0	65	16380	1300	327600
290.4245455265045	252	189.018272393	12.1701423416	216.146881962	157.387857488	21.0604900975	24.7176672484	75.7526306045	-35.4478499013	20.0	0.0	65	16445	1300	328900
291.54737734794617	253	187.461903809	12.7952320805	220.285922943	159.388276033	20.571946296	27.2723226187	75.6436202913	-53.3726677639	20.0	0.0	65	16510	1300	330200
292.6621537208557	254	188.779360363	11.8197739835	218.335356182	164.160883398	23.4484900978	26.9359401282	73.2348629441	-55.3612072882	20.0	0.0	65	16575	1300	331500
293.7699398994446	255	190.795816449	12.2095968266	232.606223248	166.188806227	22.7290007078	30.6282167652	86.2914973446	-45.7697396738	20.0	0.0	65	16640	1300	332800
294.8837287425995	256	188.552812434	11.744136231	214.720988733	155.32616144	33.9241134179	26.2119537059	97.6907623616	-35.4710800573	20.0	0.0	65	16705	1300	334100
295.9995198249817	257	185.784090699	14.0856826618	232.224482308	148.532851505	30.6970117798	22.6975093731	84.3568333562	-18.6887203376	20.0	0.0	65	16770	1300	335400
297.1263258457184	258	187.321071686	13.9807514257	213.235208318	153.835829322	37.2306657092	24.6995675417	105.265048331	-15.0585356168	20.0	0.0	65	16835	1300	336700
298.23916459083557	259	185.032789345	14.4563083032	217.697344213	152.303152966	40.1565003317	31.6843735188	118.971733276	-27.3288470023	20.0	0.0	65	16900	1300	338000
299.34993863105774	260	182.093887937	13.0449430078	213.775298273	148.346436524	38.054478482	26.5257300342	103.343536833	-26.6690278311	20.0	0.0	65	16965	1300	339300
300.46572709083557	261	177.390106244	12.8802431293	203.19162609	151.037268578	48.5531024266	21.5629337294	95.4939746787	-4.91506137234	20.0	0.0	65	17030	1300	340600
301.58854842185974	262	173.499917172	14.5302713445	208.344549715	146.811872885	47.8883079032	22.1885956174	110.333251049	3.6834365529	20.0	0.0	65	17095	1300	341900
302.6993360519409	263	165.278542709	16.2380599713	206.02935693	136.221519117	46.3514640962	26.1315201543	103.309791136	-21.7097895125	20.0	0.0	65	17160	1300	343200
303.80513191223145	264	162.433716004	14.9196135328	190.745887518	125.069811005	56.4740422609	22.9138993327	104.293120409	-7.43634111009	20.0	0.0	65	17225	1300	344500
304.9219241142273	265	155.598021775	19.083844425	195.737058253	97.3114240391	61.1105804287	25.2892055776	115.483705108	-23.1454763753	20.0	0.0	65	17290	1300	345800
306.0417227745056	266	148.996968798	13.4154449229	186.204807332	117.908625148	69.1308942196	20.3001036377	115.657496387	12.2640137024	20.0	0.0	65	17355	1300	347100
307.14950346946716	267	146.664296144	13.8268164859	168.905293814	110.307728049	74.1164203422	20.9614010818	124.37482771	12.8463458141	20.0	0.0	65	17420	1300	348400
308.2702980041504	268	140.963263384	15.5091341262	176.777147861	98.8181450611	78.6378306322	19.1766575404	115.296514309	17.6055325353	20.0	0.0	65	17485	1300	349700
309.37608337402344	269	137.295812617	19.5451969619	196.167800413	102.648247976	83.3172801103	18.325550741	116.092555239	37.4504196772	20.0	0.0	65	17550	1300	351000
310.49690651893616	270	132.102330461	19.2787165433	182.395775901	75.9133803386	89.0740240369	21.9281721879	158.928404307	38.9856221183	20.0	0.0	65	17615	1300	352300
311.6126971244812	271	126.71189742	19.1854724828	166.782412797	70.2721096058	97.0628052013	16.8281552316	142.602966575	63.7586061465	20.0	0.0	65	17680	1300	353600
312.7264907360077	272	130.635897571	19.6543753267	167.346474288	78.1608408412	108.533602887	18.0169796052	149.505562201	64.9711402037	20.0	0.0	65	17745	1300	354900
313.8623113632202	273	127.020868488	18.1725449193	163.918084346	79.0342021077	107.00273306	17.3321979541	143.079146238	61.2276288127	20.0	0.0	65	17810	1300	356200
315.0031225681305	274	129.139069432	20.08729421	161.268211934	71.7298344162	113.48224149	18.7148600903	150.830996048	63.9087098189	20.0	0.0	65	17875	1300	357500
316.1839556694031	275	143.215871923	20.7634315874	175.850063004	87.0470559275	117.441138404	20.2927420503	164.654686377	67.9102554572	20.0	0.0	65	17940	1300	358800
317.297749042511	276	143.935846106	19.3050204298	185.382403864	104.418994476	124.260910302	17.5303358288	158.305037364	75.6294716141	20.0	0.0	65	18005	1300	360100
318.42154335975647	277	151.372743221	17.818467709	200.523854762	110.047818921	123.92217247	16.280993632	168.580373599	88.8166261681	20.0	0.0	65	18070	1300	361400
319.5343301296234	278	156.380034006	19.1650819119	209.394224734	111.047387355	128.77665545	17.9699350266	185.791016469	91.0385203451	20.0	0.0	65	18135	1300	362700
320.65712690353394	279	153.220045112	17.7485252751	201.967328495	110.698457747	131.490626918	17.4399813092	171.480965768	82.0984550553	20.0	0.0	65	18200	1300	364000
321.77792286872864	280	165.316140786	22.0858086228	208.850162976	100.057102043	126.072683972	18.4252818289	161.449004686	86.2480401365	20.0	0.0	65	18265	1300	365300
322.90380454063416	281	174.793668024	18.0462815637	218.956616776	141.635579952	123.039544266	18.8482194922	168.178641804	80.0676557987	20.0	0.0	65	18330	1300	366600
324.05392622947693	282	178.165240201	19.562346056	215.490414845	129.001011262	116.655122939	20.4712991523	158.173398973	63.0091739926	20.0	0.0	65	18395	1300	367900
325.20575523376465	283	183.496733359	20.320854693	224.165610275	138.676090506	113.427956033	18.4799352397	148.118701824	67.884967387	20.0	0.0	65	18460	1300	369200
326.32553720474243	284	181.763941552	18.2523034117	220.031946686	142.420625669	98.6130376685	20.6969459744	143.870171482	48.8552402199	20.0	0.0	65	18525	1300	370500
327.4353232383728	285	191.278478325	20.6880265989	231.456896634	144.03269016	100.086255067	19.3250697582	142.477093377	59.069086621	20.0	0.0	65	18590	1300	371800
328.5591378211975	286	192.947346385	19.6157689157	242.325375187	128.063794334	91.8246769112	22.3006918199	131.394855726	22.5580065962	20.0	0.0	65	18655	1300	373100
329.6739103794098	287	200.942210195	20.3958004013	261.142183595	131.351349167	84.7826158595	21.5313579327	127.144926394	21.5953272209	20.0	0.0	65	18720	1300	374400
330.7877175807953	288	201.125263511	22.4980882817	242.308682966	158.82629623	78.3397752045	22.6948316984	113.711331701	-34.4716941102	20.0	0.0	65	18785	1300	375700
331.913512468338	289	200.724345883	23.5689181274	247.293058888	138.333018417	81.7311073479	23.6437017607	130.606682127	7.50794948709	20.0	0.0	65	18850	1300	377000
333.039311170578	290	201.903967261	22.6172753624	242.119646745	135.637422466	71.4136707485	24.0427884813	122.166443956	-7.55990088307	20.0	0.0	65	18915	1300	378300
334.169150352478	291	197.135254893	19.8370932133	249.931842369	148.671357916	65.6744951069	27.6911485735	146.363966219	-17.4042861626	20.0	0.0	65	18980	1300	379600
335.2869620323181	292	198.595543435	23.4999781475	241.265268589	138.664247227	62.9366916993	24.2916239997	116.473851432	0.560676778555	20.0	0.0	65	19045	1300	380900
336.40075635910034	293	202.710393186	20.0865801946	249.699975954	148.727253677	69.2341054384	20.4228221401	116.762781879	16.0436431491	20.0	0.0	65	19110	1300	382200
337.51854634284973	294	201.051803649	21.8378327225	242.06516453	148.992979541	64.942677487	18.1680485324	97.2243069099	16.6340239021	20.0	0.0	65	19175	1300	383500
338.6403284072876	295	196.398158621	18.3798357585	227.203723613	125.998693138	65.1243699569	19.0046217859	96.6198387343	21.2257083054	20.0	0.0	65	19240	1300	384800
339.75412940979004	296	193.677340171	18.0108186479	227.688717531	144.102763509	67.432253116	17.2138720104	113.660844546	33.5395159964	20.0	0.0	65	19305	1300	386100
340.8679053783417	297	186.944720559	15.5261404414	238.550778595	154.374500259	65.3698319828	19.96890501	96.9586083088	-20.4048480351	20.0	0.0	65	19370	1300	387400
341.98369669914246	298	176.905330484	16.0450781804	221.101071191	134.546731539	66.881223636	18.8674781536	102.817360171	13.8874335621	20.0	0.0	65	19435	1300	388700
343.100501537323	299	175.805182183	15.6741046258	210.33640833	134.916032014	78.5955972007	20.5169149098	137.784062071	30.3585710514	20.0	0.0	65	19500	1300	390000
344.21928238868713	300	166.420510222	17.0347047973	204.185611764	124.370948761	79.5437855602	17.014674183	112.677986753	20.0502777763	20.0	0.0	65	19565	1300	391300
345.3490834236145	301	160.043923366	17.4566382391	197.198366109	118.812449499	89.4944820887	15.8725071212	129.515393483	38.4479405081	20.0	0.0	65	19630	1300	392600
346.4738953113556	302	156.569941569	15.4572486859	189.887177101	116.477419034	99.2099689627	16.7332047794	148.123987209	63.384861939	20.0	0.0	65	19695	1300	393900
347.594678401947	303	146.623556157	14.6184890821	180.684299326	119.597632701	103.519415813	19.4361797106	157.895278101	51.9047681316	20.0	0.0	65	19760	1300	395200
348.715469121933	304	149.143838445	14.3844016066	183.028491758	120.968917446	104.784188013	20.8195974712	169.433774924	63.2064154891	20.0	0.0	65	19825	1300	396500
349.8373210430145	305	146.168102064	17.3789352771	187.233775764	78.0352918513	103.042337541	15.6253651942	148.346170158	66.2091599593	20.0	0.0	65	19890	1300	397800
350.9923334121704	306	144.271099309	18.2570737813	182.559414228	100.801619293	101.041615712	15.7064956537	129.844282464	62.8383517804	20.0	0.0	65	19955	1300	399100
352.1391324996948	307	141.383535214	20.0722909232	192.219086606	96.1856392215	98.4988181606	16.3291785116	128.562201447	57.0664722535	20.0	0.0	65	20020	1300	400400
353.2749855518341	308	139.552205076	18.6252468393	178.926085695	98.5412094407	95.8197610187	21.0491144514	143.153382181	41.2579873223	20.0	0.0	65	20085	1300	401700
354.4077990055084	309	133.923929678	20.4060742037	170.47734445	79.7112182876	94.1602303864	21.7701613911	138.006723631	18.0762172333	20.0	0.0	65	20150	1300	403000
355.5286214351654	310	126.888838665	18.2015369328	175.324943193	64.9656005404	96.3041900187	23.1284949546	153.375651649	29.889144292	20.0	0.0	65	20215	1300	404300
356.64541578292847	311	107.175648988	21.7425519471	166.257770803	22.2451003312	103.23970353	22.9846593241	157.675689412	47.7254585992	20.0	0.0	65	20280	1300	405600
357.766193151474	312	102.338417896	22.0195337614	149.693521571	27.8276105957	106.528350676	24.8255829696	169.63111945	49.6625996373	20.0	0.0	65	20345	1300	406900
358.8830020427704	313	93.7887475407	23.2956671949	154.128301267	25.6162091132	97.1519573446	21.0493529626	140.438695961	35.6547747697	20.0	0.0	65	20410	1300	408200
360.00479221343994	314	93.4227352093	22.4904929279	136.377942746	35.159913161	84.3377353118	23.840599112	138.443234266	16.1406706538	20.0	0.0	65	20475	1300	409500
361.1205837726593	315	91.1287923332	19.1547039749	139.530445252	49.3325832694	64.1970244001	27.4026637025	107.407232425	-37.7804958734	20.0	0.0	65	20540	1300	410800
362.24638414382935	316	85.2748365737	20.6706593209	128.055252992	7.88085742194	39.1331579692	28.085785826	90.884675649	-41.127839391	20.0	0.0	65	20605	1300	412100
363.36517119407654	317	82.220258498	18.1778979738	122.402247562	47.4465701579	11.5960759825	35.0974117175	75.061091015	-101.128465216	20.0	0.0	65	20670	1300	413400
364.484956741333	318	85.562612629	16.0365000209	118.222786469	44.045240257	-3.1221765107	35.9079649233	64.5729660285	-111.411999174	20.0	0.0	65	20735	1300	414700
365.6107544898987	319	80.515187451	13.7721764559	121.122571793	47.6159579911	-26.4383622863	38.7793951372	54.118217909	-112.698818699	20.0	0.0	65	20800	1300	416000
366.7335500717163	320	82.0188769604	14.5024663056	118.621346766	37.1204986248	-20.2640711359	35.8504568317	57.1795491851	-112.184311223	20.0	0.0	65	20865	1300	417300
367.85134291648865	321	82.3580328076	15.2029739244	111.457865846	43.9605989006	-11.0724377194	33.8385428709	43.9604882474	-115.080168277	20.0	0.0	65	20930	1300	418600
368.98016023635864	322	77.44460143	14.0433001668	106.267275317	43.0666596895	-1.23079643595	32.4338175171	47.0316579988	-118.490154509	20.0	0.0	65	20995	1300	419900
370.1059548854828	323	74.3291345178	15.2991682267	108.080282432	40.3738399788	13.1128985209	25.9243755383	65.3466455822	-52.1486774931	20.0	0.0	65	21060	1300	421200
371.2317976951599	324	71.0765714268	17.3243975431	102.503842052	24.4294404521	20.7801156387	30.7237568963	65.0203935594	-93.8674408151	20.0	0.0	65	21125	1300	422500
372.35861372947693	325	69.6669087429	16.5520123712	101.343846726	25.380046421	35.7494729979	24.7862980336	92.6191850083	-24.6193560517	20.0	0.0	65	21190	1300	423800
373.4824056625366	326	66.8894829523	21.5704546341	125.827568846	-5.76287728346	53.5838635476	25.1663031541	100.112018017	-26.366512314	20.0	0.0	65	21255	1300	425100
374.61320900917053	327	59.5849306263	19.81086083	98.0847847831	-3.54399931126	59.4241683593	22.0190540402	94.0196468435	-6.08898462009	20.0	0.0	65	21320	1300	426400
375.7390103340149	328	65.5548092765	22.0258477349	106.841435552	6.70719660891	74.2657087743	22.4534299972	117.321240006	9.99158596776	20.0	0.0	65	21385	1300	427700
